,Unnamed: 0.1,PID,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass.1,MoSold.1,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,log_2ndFlrSF,yeo_LotFrontage,log_LotFrontage,log_BsmtUnfSF,log_EnclosedPorch,bc_GrLivArea,log_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,has_pool,log_BsmtFinSF1
750,751,923227080,1404,20,RL,83.0,13383,Pave,None,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,0,4,594.0,1,0.0,594.0,1188.0,GasA,5,Y,SBrkr,1404,0,0,0.0,0.0,2,0,3,1,3,7,8,1,1,Attchd,1969.0,Unf,2.0,504.0,3,3,Y,0,16,0,0,0,0,,No,No,0,3,2009,WD ,Normal,20,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,34.597341088683066,4.430816798843313,6.38856140554563,0.0,8.389777153307014,9.501740523796375,5.176149732573829,336.12679163642014,7.247080584585756,191.96436398460264,0.0,2.833213344056216,False,6.38856140554563
2190,374,902109140,1960,90,RM,60.0,7596,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,960.0,960.0,GasA,4,Y,SBrkr,960,1000,0,0.0,0.0,2,0,4,2,3,10,8,0,0,Detchd,1952.0,Unf,2.0,400.0,3,3,N,0,0,0,0,0,0,,No,No,0,7,2009,COD,Normal,90,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.90875477931522,27.012664753005513,4.110873864173311,6.8679744089702925,0.0,8.836799557634222,8.935377071932177,5.8888779583328805,283.9842024656734,6.866933284461882,158.96624771171534,0.0,0.0,False,0.0
82,83,535379100,1130,30,RL,60.0,10800,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,0,3,821.0,1,0.0,299.0,1120.0,GasA,5,Y,SBrkr,1130,0,0,1.0,0.0,1,0,2,1,3,5,8,1,4,Detchd,1970.0,Unf,2.0,720.0,3,3,Y,229,0,0,0,0,0,,No,No,0,6,2006,WD ,Normal,30,6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,27.012664753005513,4.110873864173311,5.703782474656201,0.0,8.102016182391658,9.287301413112312,0.0,320.81654420653183,7.029972911706386,256.75843102679545,5.438079308923196,0.0,False,6.71174039505618
122,123,531376050,1585,60,RL,74.0,7632,Pave,None,3,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,0,1,0.0,1,0.0,784.0,784.0,GasA,5,Y,SBrkr,831,754,0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,RFn,2.0,449.0,3,3,Y,100,77,0,0,0,0,,No,No,0,3,2006,WD ,Normal,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.626717749249025,31.703011261682885,4.31748811353631,6.665683717782408,0.0,8.551573972094209,8.940105213128122,4.574710978503383,241.92482630118786,6.7226297948554485,174.69155456366184,4.61512051684126,4.356708826689592,False,0.0
1942,126,902306120,1540,70,RM,60.0,6000,Pave,Grvl,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,2,3,0,1,0.0,1,0.0,572.0,572.0,GasA,5,Y,SBrkr,884,656,0,0.0,0.0,1,1,3,1,4,7,8,0,0,No,,No,0.0,0.0,0,0,N,240,77,0,0,0,0,,No,No,0,2,2008,WD ,Normal,70,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6.48768401848461,27.012664753005513,4.110873864173311,6.35088571671474,0.0,8.513073140183904,8.699514748210191,0.0,188.46473201707772,6.784457062637643,0.0,5.484796933490655,4.356708826689592,False,0.0
1798,799,527166040,1465,60,RL,63.0,8402,Pave,None,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,789.0,789.0,GasA,4,Y,SBrkr,789,676,0,0.0,0.0,2,1,3,1,3,7,8,1,4,Attchd,1998.0,Fin,2.0,393.0,3,3,Y,0,75,0,0,0,0,,No,No,0,5,2010,WD ,Normal,60,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.517671272912275,28.039399735354237,4.1588830833596715,6.672032945461067,0.0,8.446436986488399,9.036225051729327,0.0,243.14548995631904,6.670766320845874,156.69115057592623,0.0,4.330733340286331,False,0.0
2480,664,527302060,1479,60,RL,78.0,12090,Pave,None,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,3,CBlock,4,3,0,5,321.0,1,0.0,404.0,725.0,GasA,5,Y,SBrkr,725,754,0,0.0,0.0,2,1,3,1,4,6,8,1,3,Attchd,1981.0,RFn,2.0,484.0,3,3,Y,167,72,0,0,0,0,,No,No,0,3,2007,WD ,Normal,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.626717749249025,32.99990331362049,4.3694478524670215,6.003887067106539,0.0,8.459120804398845,9.400133943608838,5.726847747587197,227.39316111904097,6.586171654854675,185.72632688865514,5.123963979403259,4.290459441148391,False,5.7745515455444085
1495,496,528326060,2285,60,RL,67.0,11000,Pave,None,4,Lvl,AllPub,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,0,1,0.0,1,0.0,969.0,969.0,GasA,5,Y,SBrkr,997,1288,0,0.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,2000.0,Fin,3.0,648.0,3,3,Y,0,56,0,0,0,0,,No,No,0,6,2007,WD ,Normal,60,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.161622002939187,29.38919864320102,4.219507705176107,6.877296071497429,0.0,9.044355974919885,9.305650551780507,4.290459441148391,286.088737734768,6.904750769961838,235.62861525529868,0.0,4.04305126783455,False,0.0
1136,137,528181080,1370,120,RL,44.0,6442,Pave,None,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,1,6,24.0,1,0.0,1346.0,1370.0,GasA,5,Y,SBrkr,1370,0,0,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,Y,120,49,0,0,0,0,,No,No,0,10,2007,WD ,Normal,120,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,21.290592098048034,3.8066624897703196,7.205635176410364,0.0,8.357161194645004,8.770594329891145,5.187385805840755,376.23067963835507,7.222566018822171,185.72632688865514,4.795790545596741,3.912023005428146,False,3.2188758248682006
1146,147,528321010,2794,60,RL,174.0,15138,Pave,None,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,0,6,689.0,1,0.0,773.0,1462.0,GasA,5,Y,SBrkr,1490,1304,0,1.0,0.0,2,1,4,1,5,9,8,1,3,Attchd,1995.0,Fin,3.0,810.0,3,3,Y,0,146,202,0,0,0,,No,No,0,7,2009,WD ,Normal,60,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.173958319756794,60.56144390871394,5.1647859739235145,6.651571873589727,5.313205979041787,9.318335732286817,9.624963417869113,6.2285110035911835,396.068391115086,7.306531398939505,282.62283338505404,0.0,4.990432586778736,False,6.536691597591305
689,690,903235100,520,30,RM,60.0,6324,Pave,None,3,Lvl,AllPub,Inside,3,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,520.0,520.0,GasA,2,N,SBrkr,520,0,0,0.0,0.0,1,0,1,1,2,4,8,0,0,Detchd,1920.0,Unf,1.0,240.0,2,3,Y,49,0,87,0,0,0,,No,No,0,5,2008,WD ,Normal,30,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,27.012664753005513,4.110873864173311,6.255750041753367,4.477336814478207,7.093222186324279,8.752107198329362,0.0,174.75169115414064,6.253828811575473,104.70666334803434,3.912023005428146,0.0,False,0.0
1069,70,923229140,1676,20,RL,61.0,33983,Pave,None,3,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,CompShg,Plywood,Plywood,None,0.0,3,2,PConc,3,3,1,5,1112.0,1,0.0,48.0,1160.0,GasA,3,Y,SBrkr,1676,0,0,1.0,0.0,1,1,3,1,4,6,5,2,3,Attchd,1977.0,RFn,2.0,672.0,3,3,P,690,90,0,0,0,0,,GdPrv,No,0,5,2007,WD ,Normal,20,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,27.356334608121728,4.127134385045092,3.8918202981106265,0.0,8.626323127908234,10.433615678556617,0.0,329.8456087165259,7.424165281042028,242.7185733275322,6.53813982376767,4.51085950651685,False,7.014814351275545
214,215,528176010,2696,20,RL,110.0,14300,Pave,None,4,HLS,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,3,6,1373.0,1,0.0,1473.0,2846.0,GasA,5,Y,SBrkr,2696,0,0,1.0,0.0,2,1,3,1,5,10,8,2,4,Attchd,2003.0,Fin,3.0,958.0,3,3,Y,220,150,0,0,0,0,,No,No,0,6,2010,WD ,Normal,20,6,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,42.83996819170119,4.709530201312334,7.295735072749282,0.0,9.269534038663531,9.568014816247999,6.999422467507961,670.4175703400299,7.899524472032198,324.02304684889805,5.3981627015177525,5.017279836814924,False,7.2254814727822945
2308,492,908154080,3820,20,RL,123.0,47007,Pave,None,3,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,3820,0,0,0.0,0.0,3,1,5,1,5,11,8,2,4,Attchd,1959.0,Unf,2.0,624.0,3,3,Y,0,372,0,0,0,0,,No,No,0,7,2008,WD ,Normal,20,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,46.61785880788557,4.820281565605037,0.0,0.0,9.748790883292084,10.758051805772519,0.0,0.0,8.24800570160062,228.48924053493153,0.0,5.921578419643816,False,0.0
1518,519,535305180,1008,20,RL,66.0,8923,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,643.0,1,0.0,365.0,1008.0,GasA,4,Y,SBrkr,1008,0,0,1.0,0.0,1,0,2,1,4,6,8,0,0,Attchd,1953.0,Unf,1.0,240.0,3,3,Y,0,18,0,0,0,0,,No,No,0,5,2007,WD ,Normal,20,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,29.05372537854443,4.204692619390966,5.902633333401366,0.0,7.95157381112706,9.09638749190015,0.0,295.16131014199556,6.915723448631314,104.70666334803434,0.0,2.9444389791664403,False,6.467698726104354
2143,327,528186050,1577,120,RL,48.0,7841,Pave,None,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,3,PConc,5,3,0,6,848.0,1,0.0,729.0,1577.0,GasA,5,Y,SBrkr,1577,0,0,1.0,0.0,2,0,2,1,5,6,8,1,4,Attchd,2005.0,RFn,2.0,564.0,3,3,Y,203,39,0,0,0,0,,No,No,0,5,2007,WD ,Normal,120,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,22.76467989509999,3.8918202981106265,6.593044534142437,0.0,8.544806755209063,8.967121656230923,5.978885764901122,420.49904500580595,7.3632795869630385,210.40925865124964,5.318119993844216,3.6888794541139363,False,6.744059186311348
2224,408,909257050,2080,70,RL,53.0,10918,Pave,None,4,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,0,1,0.0,1,0.0,1276.0,1276.0,GasA,5,Y,SBrkr,1276,804,0,0.0,0.0,1,1,3,1,4,9,8,2,4,Detchd,1926.0,Unf,1.0,282.0,3,3,Y,0,0,0,0,145,0,,MnPrv,No,0,6,2009,WD ,Normal,70,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,6.690842277418564,24.564170295449692,3.9889840465642745,7.152268856032539,0.0,8.917041476978396,9.298168082341704,0.0,355.66850813812516,7.151485463904735,119.4721749587084,0.0,0.0,False,0.0
